215,726399,1294300,
215,679900,430599,
215,695601,493500,
215,1203000,448700,
225,772700,512600,
225,924301,720700,
225,1346300,476400,
225,939701,1252200,
225,725700,449500,
235,846501,1208000,
235,1138600,545201,
235,812100,467700,
235,1129301,459500,
235,1299701,770600,
245,2139801,576100,
245,897399,1348100,
245,1556200,563800,
245,1257400,917400,
245,1206900,2144800,
255,1330201,573500,
255,937701,783699,
255,1234100,876300,
255,1277800,1078800,
255,1488801,752399,
265,1172000,736500,
265,1767199,2542800,
265,1954400,892499,
265,1181400,597299,
265,1082299,878500,
275,1767599,1142800,
275,1623500,745100,
275,1686599,1219000,
275,1130000,644100,
275,2118501,1986700,
285,1738200,1360001,
285,1886700,974500,
285,2045601,881301,
285,1550700,820999,
285,1782199,998300,
295,1348601,1766700,
295,1676100,1164099,
295,1617900,1000101,
295,3968700,1386000,
295,1844400,1843499,
305,4164100,1493800,
305,14756300,859899,
305,1927000,1124600,
305,1919900,3319399,
305,1870500,888500,
315,2690500,1031101,
315,2266600,2098300,
315,2889701,1022600,
315,7402800,1637100,
315,8023700,972399,
325,2344101,850200,
325,2046200,1526301,
325,2155800,1046400,
325,2133700,1216300,
325,2579700,1673400,
335,2220299,1910600,
335,2528600,2312499,
335,3118599,2726899,
335,2460500,1131300,
335,3065800,3894300,
345,2288599,1110200,
345,2629700,7387100,
345,2667100,1638200,
345,2838699,1237001,
345,3374701,1312600,
355,2657300,1915799,
355,3719601,1162699,
355,3934000,1160699,
355,4126000,1388699,
355,4076500,6211500,
365,3285899,1138399,
365,4085200,2625900,
365,2166499,1975201,
365,3133900,1397500,
365,2079800,1671000,
375,3027400,2846200,
375,2221999,1659201,
375,2528900,1176100,
375,5475499,1627601,
375,2093401,1928499,
385,4207500,1376601,
385,3745901,3610200,
385,4030100,2184599,
385,2632701,1454600,
385,2948100,1889700,
395,2928599,1392501,
395,4083200,2544200,
395,2376100,1379599,
395,2820100,2750299,
395,2744701,1336600,
405,2844100,1337400,
405,3768000,2433800,
405,3831600,1855800,
405,2523000,1336400,
405,3754600,2019900,
415,2933899,1886400,
415,4963400,2449001,
415,4249800,2264301,
415,4326799,2787201,
415,4009301,2248800,
425,5805400,2150601,
425,5412099,2578000,
425,3963400,1636900,
425,5466500,2311700,
425,2895100,1880400,
435,5194400,2776700,
435,4647201,2427201,
435,6557500,1565500,
435,4057999,2076100,
435,3185300,1767199,
445,4025301,1804699,
445,3112000,1703199,
445,4535000,1941700,
445,2973501,2586501,
445,4933299,3799100,
455,4349401,1755000,
455,3499301,2745800,
455,2981900,1808100,
455,3981400,1667700,
455,4236699,2569900,
465,3953800,1718300,
465,4118299,2455600,
465,4367800,2088301,
465,4108100,2410099,
465,3523800,2079899,
475,3397100,2818600,
475,3608600,2879800,
475,7109801,2747200,
475,4289300,1900600,
475,3332900,2476200,
485,3468801,1854901,
485,4939799,2968300,
485,5018500,1896699,
485,4743401,2295101,
485,4889100,1797900,
495,6413800,1711700,
495,3422899,2010799,
495,3732300,2506699,
495,3250100,2449500,
495,4022299,2420400,
505,3735999,2803400,
505,3657100,2681301,
505,5218499,2687100,
505,3728199,2146600,
505,5035500,2954799,
515,3831099,2672899,
515,5616400,2752800,
515,3997500,2189200,
515,8919399,2604100,
515,5466200,2743301,
525,3811600,2468400,
525,6650800,2214100,
525,4910600,2483999,
525,4552200,2197400,
525,4428301,2845401,
535,4805000,2590801,
535,6182200,2710599,
535,4237800,2438100,
535,5340700,3198800,
535,4954300,2268299,
545,6054199,2907901,
545,4474600,3995600,
545,6037901,2078600,
545,5156600,3351201,
545,6247500,2296999,
555,5585501,4080300,
555,4590100,3769701,
555,4905100,2548999,
555,5834200,3434499,
555,5048500,3297400,
565,6287500,2686799,
565,5122199,3625400,
565,4668099,2521501,
565,6690900,2554200,
565,4582499,2451499,
575,4763699,2562199,
575,5032999,2621300,
575,4887100,2507800,
575,6650799,2657699,
575,9908000,3195400,
585,7488399,4380299,
585,4861200,3181200,
585,6141999,3417699,
585,5197299,2770299,
585,6161300,3879000,
595,6998900,4094701,
595,7587900,3455300,
595,5986400,3646799,
595,6697400,3060100,
595,5480500,3799700,
605,5911000,3614501,
605,6297301,3538501,
605,6120799,4585399,
605,5239500,3262600,
605,6428800,3471500,
615,6950900,5445400,
615,8267200,17240200,
615,11550500,6404500,
615,42546800,23315600,
615,7503700,4057200,
625,18845400,11868300,
625,7561399,3332800,
625,7576101,4853700,
625,5927200,3814401,
625,6952701,7798900,
635,6263000,4531100,
635,8552700,5499399,
635,7010001,5022300,
635,5872700,4526801,
635,7932101,5077700,
645,6503201,3024399,
645,10642200,2949499,
645,9113401,2920901,
645,5869999,6621099,
645,6370400,4999600,
655,6279899,3593900,
655,8158400,3351599,
655,8463700,4197399,
655,6599799,5555500,
655,6471099,3667700,
665,6718800,3816000,
665,7694899,4052600,
665,8982001,3672700,
665,7797499,7935999,
665,7603400,4340399,
675,7244801,6430700,
675,9812201,4976500,
675,7222700,3061200,
675,7542501,3724399,
675,8746699,4121499,
685,7852400,4361200,
685,6995201,5153500,
685,8424900,5886901,
685,6652500,4599000,
685,7239399,3448600,
695,10145500,3597600,
695,9326699,4913701,
695,11326000,3354700,
695,9431700,4761500,
695,10081199,3906800,
705,13954400,3953900,
705,9476800,3999400,
705,8381600,4457299,
705,7647200,5075500,
705,7907000,4959300,
715,8584100,9574699,
715,9255301,3911399,
715,7887000,5145900,
715,9040500,5395000,
715,7860400,3484201,
725,9566101,3980199,
725,10359500,4618300,
725,11002701,4278299,
725,9844099,3726801,
725,10195300,3634200,
735,9669200,3838801,
735,11856200,4068600,
735,11144100,5231899,
735,11049400,3741700,
735,11773900,3941400,
745,10762900,4160799,
745,10160001,5318900,
745,10617299,9488800,
745,12883500,6016999,
745,17254800,5368201,
755,16332701,8769000,
755,14740700,6242299,
755,18001900,8652300,
755,12817700,5108300,
755,13768199,5286000,
765,9756401,8224901,
765,15392601,4015600,
765,16716401,4963800,
765,20040700,5634101,
765,22285700,10216900,
775,16119801,6513000,
775,11590501,6512901,
775,11528300,6463301,
775,18765599,9703500,
775,15089400,6326100,
785,15262200,5222899,
785,18885300,4833500,
785,14004900,9540200,
785,16683300,5645699,
785,17536399,6401801,
795,26550800,8575200,
795,21937601,16233999,
795,33379000,6688800,
795,9788300,5044300,
795,11852100,9801100,
805,11388999,5233000,
805,10797400,5124200,
805,11786200,4911500,
805,14913801,6537601,
805,12710401,5487501,
815,9996301,6398800,
815,13169399,6118500,
815,12742400,5263100,
815,12358600,4558100,
815,10135700,7400501,
825,9594500,8087800,
825,12111799,4677600,
825,12577000,6561399,
825,14256200,9707200,
825,19498499,10148300,
835,11320400,8186400,
835,14361499,8901600,
835,12507600,6867899,
835,12061900,6170200,
835,12373000,5860500,
845,13160499,5311800,
845,11777200,6799400,
845,10084700,8394000,
845,13522500,8927801,
845,17094800,5004200,
855,13078900,5812200,
855,21364099,7521599,
855,15729300,9456601,
855,21458600,8235600,
855,20407199,9534100,
865,17553700,8839300,
865,18564400,8572901,
865,15682400,6333000,
865,12073999,9244999,
865,13601401,5228000,
875,14247300,9629100,
875,17871700,5935600,
875,21163700,7630699,
875,17080300,9458301,
875,18003200,7543800,
885,18606400,8584900,
885,12748900,7530500,
885,14230200,8133700,
885,12722800,11680300,
885,14462701,7202200,
895,18310200,7609000,
895,19642100,8838800,
895,18951500,6865400,
895,20620501,7037201,
895,18986100,9313700,
905,16313600,5851700,
905,15961400,8891099,
905,16014900,6112600,
905,12891999,6118499,
905,18191001,8911100,
915,14057200,6775099,
915,13217299,6602301,
915,17302000,7366500,
915,20727799,8237900,
915,16313599,8101600,
925,19397600,8595999,
925,26033501,8081900,
925,20558300,7756400,
925,16472199,9863401,
925,18445401,11710000,
935,17938900,11122100,
935,20150601,9536900,
935,20652800,7703300,
935,24924599,12124000,
935,19465600,8175800,
945,23866000,9414000,
945,19431700,9476600,
945,20199100,8521900,
945,18355600,6799400,
945,14089800,6806100,
955,17000800,7182000,
955,15934801,7194800,
955,15038800,7917399,
955,15230900,6766900,
955,15494400,7256701,
965,15068600,7072701,
965,48297200,15831201,
965,23474701,8375099,
965,17832200,32641401,
965,16850599,8015100,
975,16677900,6795599,
975,18804100,7645700,
975,15381800,7145000,
975,19551300,9389401,
975,14585299,9091700,
985,16355000,6808800,
985,21683500,10553800,
985,23044300,8679300,
985,24423800,13748499,
985,20839400,11203500,
995,23055300,9227101,
995,18898699,9998300,
995,21156201,10719800,
995,17877800,8870699,
995,17304200,9079700,
