5,35700,638,35300,638,29200,638,
5,29400,350,22200,350,38000,350,
5,25400,0,17400,0,21300,0,
5,26500,479,22800,479,31200,479,
5,27500,359,16400,359,21300,359,
15,32000,696,28900,696,114100,696,
15,168700,433,58900,433,68200,433,
15,130800,935,47900,935,60100,935,
15,37600,309,25600,309,131000,309,
15,57800,369,86000,369,157600,369,
25,51500,828,37600,828,221200,828,
25,44900,481,67000,481,283300,481,
25,53000,865,48700,865,390800,865,
25,53700,860,107300,860,493100,860,
25,41800,1032,27100,1032,669900,1032,
35,74000,1179,36800,1179,528300,1179,
35,75500,1254,92700,1254,479700,1254,
35,69100,1141,52800,1141,488300,1141,
35,450200,831,58000,831,619600,831,
35,158300,1226,114700,1226,985500,1226,
45,52300,1353,49200,1353,734500,1353,
45,444000,1774,158300,1774,474800,1774,
45,73900,1387,121900,1387,439400,1387,
45,80400,853,155900,853,1284000,853,
45,40500,876,29900,876,507800,876,
55,84200,954,69100,954,1064100,954,
55,83300,790,54500,790,485400,790,
55,103200,694,223000,694,1813000,694,
55,104300,1038,108600,1038,163900,1038,
55,125100,571,65100,571,123000,571,
65,102300,1378,85000,1378,398400,1378,
65,104600,1243,87100,1243,174900,1243,
65,105200,1109,303300,1109,5421800,1109,
65,742700,892,76800,892,275300,892,
65,311300,1914,153900,1914,698000,1914,
75,146700,1081,115600,1081,386000,1081,
75,125000,1662,90000,1662,495200,1662,
75,129600,1749,86900,1749,381000,1749,
75,168300,2098,83000,2098,812500,2098,
75,82900,1395,106700,1395,269100,1395,
85,136700,2457,365300,2457,453900,2457,
85,109400,2606,172700,2606,309100,2606,
85,121000,2413,214000,2413,845800,2413,
85,204700,1405,185000,1405,406100,1405,
85,155500,1242,219600,1242,419600,1242,
95,131300,1883,370600,1883,467500,1883,
95,60100,1878,54500,1878,421800,1878,
95,140700,1589,122400,1589,176600,1589,
95,152500,1419,115800,1419,434700,1419,
95,78100,1955,197600,1955,144900,1955,
105,189900,2349,538800,2349,128600,2349,
105,160100,1656,163500,1656,135600,1656,
105,200000,2180,209200,2180,142800,2180,
105,148200,1099,388000,1099,164500,1099,
105,170900,1798,715600,1798,144100,1798,
115,177800,2714,294200,2714,224400,2714,
115,148600,1645,134300,1645,157000,1645,
115,133400,3255,187000,3255,150200,3255,
115,155600,2147,96300,2147,147800,2147,
115,181700,2010,106500,2010,251100,2010,
125,146900,2770,256100,2770,182500,2770,
125,218700,1178,225300,1178,185700,1178,
125,264400,1728,448500,1728,436100,1728,
125,96900,2673,350700,2673,422000,2673,
125,670100,3049,569500,3049,188100,3049,
135,224000,2152,448400,2152,511200,2152,
135,136000,1964,107000,1964,234200,1964,
135,174200,1888,156300,1888,278900,1888,
135,121900,1820,127000,1820,258200,1820,
135,369800,2002,406800,2002,397600,2002,
145,177700,2737,209200,2737,339100,2737,
145,181400,2027,457100,2027,500100,2027,
145,307200,3006,601000,3006,612700,3006,
145,259300,1815,267300,1815,790500,1815,
145,488100,1508,643200,1508,301900,1508,
155,205700,2191,318600,2191,592600,2191,
155,229300,2704,266800,2704,400300,2704,
155,187900,1851,146400,1851,549200,1851,
155,198300,2542,458800,2542,312800,2542,
155,1189200,2085,930100,2085,361000,2085,
165,208300,3919,543600,3919,669300,3919,
165,105800,1354,514900,1354,486500,1354,
165,278500,2840,185900,2840,440000,2840,
165,156000,1794,311000,1794,743200,1794,
165,81700,3304,120400,3304,364700,3304,
175,422500,2151,982300,2151,532300,2151,
175,214900,3189,538000,3189,570400,3189,
175,221800,1802,493100,1802,721900,1802,
175,126900,2576,196800,2576,606500,2576,
175,248300,3252,1041000,3252,586800,3252,
185,65900,2933,555000,2933,809300,2933,
185,191600,1522,498100,1522,646500,1522,
185,58000,2697,289600,2697,415000,2697,
185,186300,2896,422700,2896,544000,2896,
185,230900,1247,266200,1247,595600,1247,
195,151200,2583,237100,2583,404100,2583,
195,404400,2389,1315900,2389,420500,2389,
195,289200,2753,183400,2753,455300,2753,
195,220200,1986,103300,1986,478000,1986,
195,43400,3056,49100,3056,1004100,3056,
205,58400,1884,37000,1884,602500,1884,
205,77000,3072,105200,3072,486700,3072,
205,123000,4281,100000,4281,671400,4281,
205,62400,2285,48700,2285,479700,2285,
205,69000,2279,38800,2279,620000,2279,
215,72300,3561,52400,3561,880700,3561,
215,43900,2444,42800,2444,612400,2444,
215,55500,2926,93400,2926,907700,2926,
215,96100,2505,117900,2505,836500,2505,
215,183000,3805,197400,3805,568500,3805,
225,75000,3483,503500,3483,614300,3483,
225,73000,2798,77500,2798,667500,2798,
225,96300,3182,68300,3182,717200,3182,
225,74300,2824,58000,2824,715500,2824,
225,80100,3631,275700,3631,1007800,3631,
235,88500,4128,71400,4128,709400,4128,
235,51400,3537,61300,3537,639700,3537,
235,53900,3170,43800,3170,1273100,3170,
235,69800,3764,122300,3764,708600,3764,
235,285700,2963,47600,2963,782300,2963,
245,78400,2408,45300,2408,1017900,2408,
245,38300,3662,87000,3662,1185700,3662,
245,84900,2804,115000,2804,721300,2804,
245,42100,3660,110900,3660,935800,3660,
245,106900,3494,348900,3494,785200,3494,
255,639900,3396,434800,3396,1044200,3396,
255,125200,3378,366100,3378,793700,3378,
255,55700,2252,119100,2252,1350300,2252,
255,144300,3161,75800,3161,1067400,3161,
255,94100,2904,113900,2904,1703600,2904,
265,101400,3408,496000,3408,875800,3408,
265,121100,2356,65000,2356,874700,2356,
265,218200,3492,607900,3492,1228600,3492,
265,107300,3059,374500,3059,1880200,3059,
265,79800,3108,89200,3108,1198500,3108,
275,88700,3327,90100,3327,695100,3327,
275,94500,4227,242500,4227,1819800,4227,
275,104500,3098,71800,3098,1528300,3098,
275,75900,2811,115600,2811,1094700,2811,
275,85900,3154,382400,3154,969200,3154,
285,85500,2867,307300,2867,1067300,2867,
285,107700,3451,143300,3451,1405000,3451,
285,296400,2632,161500,2632,1367100,2632,
285,129200,3034,163800,3034,2270600,3034,
285,125700,3154,156000,3154,1206800,3154,
295,179900,3810,461800,3810,1329000,3810,
295,102300,3580,86400,3580,1722700,3580,
295,124600,3915,412000,3915,1494500,3915,
295,129300,3079,87000,3079,849000,3079,
295,148100,2756,66600,2756,1495800,2756,
305,98200,2922,94500,2922,1329800,2922,
305,119200,2688,120200,2688,1408300,2688,
305,84600,2655,55700,2655,1393200,2655,
305,133400,1840,384000,1840,1579300,1840,
305,145700,3367,68300,3367,1082600,3367,
315,99700,3281,147500,3281,1166500,3281,
315,103200,2957,112600,2957,1422300,2957,
315,126800,4452,472100,4452,1364300,4452,
315,96900,3741,171700,3741,1239300,3741,
315,93500,2456,62000,2456,3066900,2456,
325,24400,4238,499200,4238,1279500,4238,
325,182100,4131,535600,4131,1266500,4131,
325,70000,2799,110500,2799,1173600,2799,
325,118300,3938,436100,3938,1277700,3938,
325,94400,3179,57800,3179,1224000,3179,
335,30200,3629,57300,3629,1846700,3629,
335,135300,3167,145900,3167,1402200,3167,
335,136800,3542,96100,3542,1846400,3542,
335,85700,3835,523300,3835,1413900,3835,
335,121300,3976,421900,3976,1793900,3976,
345,129900,3751,456600,3751,1563900,3751,
345,82400,3741,444900,3741,1711000,3741,
345,163500,2782,181900,2782,41846800,2782,
345,118400,3447,71300,3447,2388000,3447,
345,125200,4186,195900,4186,4950500,4186,
355,129600,4020,281000,4020,1702700,4020,
355,317900,2701,5857400,2701,1382400,2701,
355,137800,3768,148700,3768,1874100,3768,
355,119200,3120,120500,3120,1590300,3120,
355,400300,3898,6716600,3898,1910900,3898,
365,116900,2884,289300,2884,2200400,2884,
365,159300,3530,131800,3530,1562300,3530,
365,96000,3278,506300,3278,7493700,3278,
365,103700,3946,96400,3946,1575400,3946,
365,132200,3977,1136700,3977,1749300,3977,
375,207600,3252,90200,3252,10795400,3252,
375,132800,3720,95500,3720,1884400,3720,
375,204400,2916,108800,2916,1759800,2916,
375,129100,4003,198100,4003,2061300,4003,
375,166000,3328,275200,3328,2731200,3328,
385,160300,2695,116100,2695,1902700,2695,
385,164800,4443,1167900,4443,6865300,4443,
