100,692367,603576,
100,287662,760511,
100,279496,717691,
100,172807,580027,
100,237676,400875,
100,151403,324519,
100,282950,169079,
100,221543,613861,
100,101608,216869,
100,174187,378360,
100,184306,223324,
100,274708,494643,
100,158006,208794,
100,36235,691785,
100,30897,349638,
100,30242,881682,
100,34887,817555,
100,28255,192372,
100,34346,439099,
100,107735,202355,
100,35653,425679,
100,33633,173836,
100,518457,235375,
100,309799,223921,
100,144693,763201,
100,185451,524792,
100,33220,157507,
100,29976,384889,
100,37017,177177,
100,353085,146067,
100,26206,333978,
100,95950,178448,
100,60465,152157,
100,61303,124832,
100,32732,195843,
100,27591,167128,
100,34769,302096,
100,24766,383106,
100,18506,204456,
100,38088,341857,
100,26052,298993,
100,27562,383115,
100,101086,656447,
100,26976,193274,
100,36099,300754,
100,26644,250920,
100,30458,291589,
100,29463,156339,
100,27391,152364,
100,23001,191553,
150,46248,402326,
150,63499,354324,
150,22487,441047,
150,65981,331178,
150,86035,299584,
150,42896,211366,
150,20799,179668,
150,21194,198139,
150,18644,205631,
150,27012,228264,
150,55276,210290,
150,20632,163032,
150,29785,164274,
150,36504,249310,
150,28267,258112,
150,40842,243546,
150,22970,221150,
150,21104,183829,
150,29706,189837,
150,25217,178931,
150,26058,189642,
150,18474,180856,
150,20787,199542,
150,24088,207935,
150,20437,180653,
150,20855,169383,
150,26710,185040,
150,28657,172460,
150,44686,271733,
150,30053,173903,
150,37964,187841,
150,16305,224390,
150,33074,261436,
150,41942,206244,
150,19000,215762,
150,21835,173382,
150,28656,169176,
150,30465,171734,
150,13525,193397,
150,24480,183662,
150,21898,165801,
150,19478,162766,
150,29994,178467,
150,40046,207884,
150,16084,173240,
150,31710,177054,
150,24695,169680,
150,17026,172678,
150,24163,168039,
150,28886,187772,
200,20907,239907,
200,51320,244091,
200,28708,230577,
200,25079,216247,
200,35167,234812,
200,16484,244845,
200,25744,252311,
200,31833,232903,
200,32045,221570,
200,35057,237853,
200,25105,221347,
200,21424,221570,
200,31234,230379,
200,34998,220447,
200,36184,215730,
200,32357,244004,
200,30242,247206,
200,22837,228151,
200,28690,244308,
